loannumber,historial,referido,flag,age,parte_mes_pago,due_per_day,interes,cuenta_corriente,cuenta_otra,cuenta_ahorro,employment,Kmeans_Cluster
2,0,1,0,32,1,433,30.0,0,0,1,2,0
3,0,0,0,44,1,433,30.0,0,0,1,2,0
8,1,1,0,28,1,650,30.0,0,1,0,2,2
8,0,1,0,32,2,433,30.0,0,1,0,2,0
12,1,1,0,37,2,1150,15.0,0,0,1,2,1
2,1,1,0,36,3,433,30.0,0,0,1,2,0
4,0,1,0,31,3,433,30.0,0,0,1,0,0
15,1,1,1,34,3,1100,10.0,0,0,1,2,1
10,1,1,1,46,1,1466,10.0,0,1,0,2,1
8,0,1,0,40,2,433,30.0,0,0,1,2,0
6,0,1,1,29,1,766,15.0,0,1,0,2,2
11,1,1,1,32,1,1100,10.0,0,1,0,2,1
2,0,1,0,34,3,433,30.0,0,0,1,2,0
2,1,1,1,38,2,433,30.0,0,0,1,2,0
9,1,1,1,40,3,1150,15.0,0,1,0,2,1
2,0,0,0,37,1,433,30.0,0,0,1,2,0
3,1,3,1,31,2,433,30.0,0,0,1,2,0
2,1,1,1,37,2,433,30.0,0,0,1,2,0
3,0,1,1,38,1,766,15.0,0,0,1,1,2
15,1,1,1,40,3,638,15.0,0,1,0,2,2
8,1,1,1,32,3,575,15.0,0,0,1,0,0
12,0,1,0,38,1,766,15.0,0,0,1,2,2
7,1,1,1,33,3,1150,15.0,0,0,1,2,1
2,0,1,1,48,2,766,15.0,1,0,0,2,2
3,1,1,1,40,2,433,30.0,0,0,1,2,0
2,1,1,1,33,3,766,15.0,0,0,1,2,2
4,0,1,1,36,2,766,15.0,0,0,1,2,2
2,1,3,1,39,2,433,30.0,0,0,1,2,0
3,1,1,1,40,1,766,15.0,0,0,1,2,2
6,1,1,1,38,1,816,22.5,0,0,1,2,2
9,0,1,1,53,1,612,22.5,0,1,0,2,2
10,0,1,1,31,3,1112,11.246666666666668,0,1,0,2,1
3,1,1,1,27,3,766,15.0,0,0,1,2,2
2,1,3,0,30,2,433,30.0,0,0,1,2,0
2,1,1,1,36,3,416,25.0,0,0,1,2,0
3,0,1,1,45,3,816,22.5,0,1,0,2,2
4,1,1,1,43,2,816,22.5,0,0,1,1,2
16,1,1,0,45,3,1466,10.0,0,1,0,2,1
9,1,1,1,33,2,816,22.5,0,0,1,2,2
2,1,1,1,46,3,766,15.0,0,0,1,2,2
5,0,1,1,41,3,766,15.0,0,0,1,1,2
2,1,1,1,37,3,433,30.0,0,0,1,2,0
2,1,1,1,36,3,766,15.0,0,0,1,2,2
3,1,1,1,36,2,433,30.0,0,0,1,2,0
7,0,1,1,31,3,716,7.5,0,0,1,2,2
5,1,1,1,34,1,816,22.5,0,0,1,2,2
2,1,1,1,38,2,433,30.0,0,0,1,2,0
7,1,1,1,36,1,816,22.5,0,1,0,2,2
3,1,1,1,37,3,433,30.0,0,0,1,2,0
3,0,1,0,28,3,433,30.0,0,0,1,1,0
6,1,1,1,38,1,1483,11.25,0,0,1,1,1
2,1,3,1,35,2,433,30.0,0,0,1,2,0
4,0,1,1,36,2,433,30.0,0,0,1,2,0
2,1,1,1,35,3,433,30.0,0,0,1,2,0
2,0,1,1,31,1,766,15.0,0,0,1,2,2
2,1,1,1,32,1,766,15.0,0,0,1,2,2
9,0,1,1,32,3,1150,15.0,0,0,1,2,1
7,1,1,0,35,3,816,22.5,0,0,1,1,2
2,1,1,0,30,1,433,30.0,0,0,1,2,0
4,1,3,1,35,3,1483,11.25,0,0,1,2,1
2,1,3,1,37,2,433,30.0,0,0,1,2,0
2,1,1,1,39,1,433,30.0,0,0,1,2,0
2,0,1,1,31,3,766,15.0,0,0,1,1,2
2,1,1,0,31,3,766,15.0,0,0,1,1,2
3,1,3,1,33,1,816,22.5,0,0,1,1,2
8,0,1,1,38,2,433,30.0,0,1,0,2,0
16,1,1,1,39,2,1750,5.0,0,1,0,2,1
2,1,1,0,35,3,433,30.0,0,0,1,2,0
3,1,1,1,54,2,433,30.0,1,0,0,2,0
3,0,1,1,43,1,433,30.0,1,0,0,2,0
2,1,1,0,42,3,433,30.0,0,0,1,2,0
6,1,1,1,37,2,1150,15.0,0,0,1,1,1
2,1,1,1,46,3,766,15.0,0,0,1,2,2
7,0,1,1,40,1,766,15.0,0,0,1,1,2
5,1,1,0,32,1,816,22.5,0,0,1,2,2
3,0,1,0,40,3,433,30.0,0,1,0,2,0
2,1,1,0,38,2,433,30.0,0,0,1,2,0
4,1,3,1,38,3,816,22.5,0,0,1,2,2
6,1,1,1,35,1,816,22.5,0,0,1,1,2
3,1,1,1,40,2,433,30.0,0,0,1,2,0
2,0,1,1,26,1,766,15.0,0,0,1,2,2
2,0,1,1,34,3,433,30.0,0,1,0,2,0
5,0,1,1,29,3,766,15.0,0,0,1,2,2
5,1,3,0,48,1,1112,11.246666666666668,0,0,1,1,1
7,1,3,1,37,3,1150,15.0,0,0,1,2,1
3,0,0,0,36,1,766,15.0,0,0,1,1,2
2,1,3,1,46,1,433,30.0,0,0,1,2,0
8,1,1,1,29,2,958,15.0,0,0,1,2,2
4,1,1,1,26,1,816,22.5,0,0,1,2,2
4,1,1,1,47,3,816,22.5,0,0,1,1,2
3,0,1,0,35,1,433,30.0,0,0,1,2,0
2,1,1,0,26,1,433,30.0,0,0,1,1,0
2,1,1,0,34,3,433,30.0,0,0,1,1,0
2,0,1,0,41,3,433,30.0,0,0,1,1,0
5,0,1,0,43,3,766,15.0,0,0,1,2,2
3,1,1,0,36,3,433,30.0,0,0,1,2,0
2,0,1,0,30,3,766,15.0,0,0,1,2,2
11,1,1,0,35,2,1466,10.0,0,0,1,2,1
4,0,0,0,33,1,433,30.0,0,0,1,2,0
10,0,1,0,40,1,433,30.0,0,1,0,2,0
16,0,1,1,37,3,1466,10.0,0,0,1,2,1
12,0,1,1,35,1,1100,10.0,0,0,1,2,1
3,1,1,0,45,2,433,30.0,0,0,1,2,0
4,0,1,0,35,1,766,15.0,0,0,1,2,2
11,1,1,1,28,1,800,20.0,0,1,0,0,2
3,1,1,1,44,2,433,30.0,0,0,1,2,0
4,0,1,1,41,2,433,30.0,0,1,0,2,0
5,1,1,1,33,2,816,22.5,0,0,1,2,2
3,1,1,1,32,3,816,22.5,0,0,1,2,2
3,0,1,1,38,2,433,30.0,0,1,0,2,0
3,1,1,1,42,3,433,30.0,0,0,1,2,0
2,1,3,1,35,3,433,30.0,0,0,1,2,0
3,0,1,0,47,1,433,30.0,0,0,1,2,0
2,1,1,1,40,1,433,30.0,0,1,0,2,0
2,1,3,1,46,2,766,15.0,0,0,1,2,2
2,1,1,1,38,2,433,30.0,0,0,1,2,0
19,1,1,1,39,2,800,20.0,0,0,1,2,2
2,1,1,1,41,3,433,30.0,0,0,1,1,0
4,0,1,0,34,3,816,22.5,0,0,1,2,2
6,1,1,1,32,1,816,22.5,0,0,1,2,2
2,1,1,1,32,2,433,30.0,0,0,1,2,0
3,1,1,1,48,3,766,15.0,0,0,1,2,2
7,0,1,1,35,3,433,30.0,0,1,0,2,0
5,1,1,1,43,2,816,22.5,0,0,1,2,2
5,1,3,1,36,1,766,15.0,0,0,1,2,2
5,1,1,1,29,3,1483,11.25,0,0,1,2,1
2,1,1,1,37,1,433,30.0,0,0,1,2,0
5,1,1,1,36,1,766,15.0,0,0,1,1,2
9,0,1,0,38,1,766,15.0,0,1,0,2,2
2,1,1,1,31,3,433,30.0,0,0,1,2,0
8,1,1,1,53,1,816,22.5,0,1,0,2,2
5,1,1,1,33,3,433,30.0,0,0,1,0,0
2,1,1,1,30,3,766,15.0,0,0,1,2,2
3,0,1,1,39,1,433,30.0,0,0,1,2,0
2,1,1,1,36,1,433,30.0,0,0,1,2,0
2,1,1,0,46,3,433,30.0,0,0,1,2,0
2,0,0,0,40,3,433,30.0,0,0,1,2,0
3,1,3,0,40,2,800,20.0,0,0,1,2,2
14,1,1,0,29,3,1100,10.0,0,0,1,2,1
3,0,0,0,38,2,766,15.0,0,0,1,2,2
15,0,1,1,42,2,800,20.0,0,1,0,2,2
15,0,1,1,32,2,433,30.0,0,1,0,2,0
2,1,1,1,39,1,433,30.0,0,0,1,1,0
4,1,1,1,26,1,816,22.5,0,1,0,2,2
9,1,1,1,34,3,1100,10.0,0,1,0,2,1
8,0,1,0,35,3,650,30.0,0,1,0,2,2
14,1,1,1,38,3,1466,10.0,0,1,0,2,1
3,0,1,1,35,2,433,30.0,0,0,1,2,0
2,1,3,1,28,2,433,30.0,0,0,1,2,0
2,1,1,1,33,1,433,30.0,0,0,1,2,0
3,1,1,1,45,2,433,30.0,0,0,1,2,0
3,1,1,1,31,1,766,15.0,0,0,1,2,2
2,1,1,1,38,3,433,30.0,0,0,1,2,0
7,1,1,1,46,3,1150,15.0,0,0,1,2,1
10,1,1,1,28,3,1150,15.0,0,0,1,1,1
2,1,1,1,36,1,766,15.0,0,0,1,2,2
3,1,1,1,31,3,766,15.0,0,0,1,2,2
2,1,1,1,29,2,433,30.0,0,0,1,2,0
3,1,3,1,38,3,433,30.0,0,0,1,2,0
4,0,1,1,38,2,816,22.5,0,0,1,2,2
6,1,1,1,34,1,1150,15.0,0,1,0,2,1
3,1,1,0,32,2,433,30.0,0,0,1,2,0
6,0,1,0,33,1,1483,11.25,0,0,1,2,1
2,1,3,1,40,1,433,30.0,0,0,1,2,0
3,0,1,1,34,2,433,30.0,0,0,1,2,0
4,0,1,1,27,1,408,22.5,0,0,1,2,0
5,1,1,1,43,2,816,22.5,0,0,1,1,2
10,1,1,1,35,1,1466,10.0,0,1,0,2,1
2,1,1,1,36,3,766,15.0,0,0,1,2,2
8,0,1,1,36,3,433,30.0,0,0,1,2,0
8,1,1,1,50,1,1150,15.0,0,1,0,2,1
2,1,1,1,44,2,433,30.0,0,0,1,2,0
8,0,1,1,43,3,1466,10.0,0,1,0,2,1
2,1,3,1,41,1,433,30.0,0,0,1,2,0
2,0,1,1,32,2,766,15.0,0,0,1,2,2
2,1,1,1,28,2,433,30.0,0,0,1,2,0
3,1,1,1,48,2,433,30.0,0,1,0,2,0
3,1,1,1,36,1,816,22.5,0,1,0,2,2
7,0,1,0,35,1,766,15.0,0,0,1,2,2
2,1,1,1,31,3,433,30.0,0,0,1,1,0
4,1,3,0,45,3,816,22.5,0,0,1,2,2
5,0,1,1,35,1,433,30.0,0,1,0,2,0
2,1,1,1,37,3,766,15.0,0,0,1,1,2
3,0,1,1,27,2,433,30.0,0,0,1,2,0
3,1,3,1,43,3,433,30.0,0,0,1,2,0
4,1,3,1,37,1,800,20.0,0,0,1,2,2
4,1,1,1,27,3,612,22.5,0,1,0,2,2
10,1,1,1,40,3,1150,15.0,0,1,0,2,1
4,1,1,1,42,1,612,22.5,0,0,1,1,2
11,1,1,1,47,2,800,20.0,0,0,1,2,2
5,1,1,1,36,2,816,22.5,0,0,1,2,2
3,1,1,1,42,3,433,30.0,0,0,1,2,0
2,1,3,1,42,2,433,30.0,0,0,1,2,0
2,0,0,1,40,2,433,30.0,0,0,1,2,0
2,1,1,1,29,3,433,30.0,0,0,1,2,0
9,1,1,1,32,1,650,30.0,0,0,1,1,2
5,1,1,1,29,3,816,22.5,0,0,1,1,2
5,1,1,1,42,1,433,30.0,0,0,1,2,0
10,1,1,0,27,1,800,20.0,0,1,0,2,2
13,1,1,1,33,2,1133,13.33,0,0,1,2,1
2,1,1,1,48,1,433,30.0,0,0,1,2,0
2,0,1,1,39,3,766,15.0,1,0,0,2,2
2,1,3,1,31,3,766,15.0,0,0,1,1,2
10,1,1,1,30,2,741,11.25,0,0,1,2,2
2,1,1,1,36,1,433,30.0,0,0,1,1,0
3,1,1,1,40,2,433,30.0,0,0,1,2,0
2,0,1,1,33,2,766,15.0,0,0,1,2,2
6,1,1,1,44,3,650,30.0,0,0,1,2,2
2,0,1,1,36,3,766,15.0,0,0,1,2,2
3,1,1,0,33,2,433,30.0,0,0,1,1,0
6,0,1,0,32,1,433,30.0,0,0,1,2,0
4,1,1,1,33,3,816,22.5,0,0,1,1,2
2,1,1,1,42,2,433,30.0,0,0,1,1,0
5,0,1,1,28,3,816,22.5,0,1,0,0,2
8,1,1,1,33,3,1150,15.0,0,0,1,2,1
6,1,1,1,40,1,816,22.5,0,0,1,1,2
4,1,1,0,35,3,612,22.5,0,0,1,1,2
6,1,1,0,42,3,1150,15.0,0,0,1,2,1
3,0,1,0,37,1,766,15.0,0,0,1,1,2
2,1,3,0,33,3,433,30.0,0,0,1,2,0
9,1,1,0,38,1,800,20.0,0,1,0,2,2
9,1,1,0,41,1,650,30.0,0,1,0,2,2
5,1,1,1,42,1,650,30.0,0,1,0,2,2
22,1,1,1,35,1,1750,5.0,0,1,0,2,1
7,1,1,1,41,1,650,30.0,0,1,0,2,2
10,1,1,1,40,3,1150,15.0,0,1,0,2,1
10,0,1,1,42,1,433,30.0,1,0,0,2,0
7,1,1,1,42,2,1150,15.0,0,0,1,2,1
2,1,1,1,46,2,433,30.0,0,0,1,2,0
3,1,3,1,38,1,416,25.0,0,0,1,1,0
5,1,1,1,39,3,1112,11.246666666666668,0,0,1,2,1
2,1,1,1,36,1,433,30.0,0,0,1,1,0
9,0,1,1,28,2,612,22.5,0,1,0,2,2
6,1,1,1,34,3,650,30.0,0,0,1,2,2
6,0,1,1,38,3,766,15.0,0,0,1,2,2
3,0,1,0,37,1,433,30.0,0,1,0,2,0
2,1,1,1,29,1,433,30.0,0,0,1,2,0
2,1,1,1,30,3,433,30.0,0,0,1,2,0
3,1,1,0,32,2,433,30.0,0,0,1,2,0
2,1,3,1,35,2,433,30.0,0,0,1,2,0
9,1,1,1,28,2,1466,10.0,0,1,0,2,1
2,1,1,1,39,3,433,30.0,0,0,1,1,0
4,0,1,1,39,2,416,25.0,0,0,1,2,0
12,1,1,1,39,3,916,10.0,0,0,1,2,2
3,0,1,1,33,2,766,15.0,0,0,1,2,2
8,1,1,1,29,3,1150,15.0,0,0,1,2,1
7,1,1,1,44,3,383,15.0,0,0,1,2,0
4,0,1,1,31,3,433,30.0,0,0,1,0,0
4,0,1,1,35,2,816,22.5,0,0,1,1,2
9,1,1,1,39,3,1150,15.0,0,1,0,2,1
2,1,1,1,31,2,433,30.0,0,1,0,2,0
3,1,1,1,30,2,433,30.0,0,0,1,2,0
4,0,0,1,42,3,416,25.0,1,0,0,2,0
5,1,1,1,47,3,816,22.5,0,0,1,1,2
4,1,3,1,29,2,408,22.5,0,0,1,2,0
11,1,1,1,40,3,1466,10.0,0,1,0,2,1
7,1,1,1,34,3,1150,15.0,0,0,1,1,1
3,1,1,1,41,1,433,30.0,0,0,1,2,0
5,1,1,1,29,3,816,22.5,0,0,1,1,2
9,1,1,1,44,3,650,30.0,0,1,0,2,2
2,1,1,1,36,2,433,30.0,0,0,1,2,0
2,1,1,1,54,1,433,30.0,0,0,1,2,0
3,1,1,1,47,3,433,30.0,0,0,1,2,0
13,1,1,1,31,2,756,13.5,0,1,0,2,2
11,0,1,1,28,3,1150,15.0,0,1,0,2,1
9,1,1,1,42,2,1150,15.0,0,0,1,2,1
4,1,1,1,33,2,816,22.5,0,0,1,2,2
4,0,1,1,29,2,433,30.0,0,0,1,0,0
3,0,1,0,45,1,433,30.0,0,0,1,1,0
6,1,1,1,32,1,816,22.5,0,0,1,2,2
14,1,1,1,60,3,1466,10.0,0,1,0,2,1
6,1,1,1,58,3,1150,15.0,0,1,0,2,1
8,1,1,1,40,2,816,22.5,0,1,0,2,2
4,1,1,1,37,2,1483,11.25,0,0,1,2,1
4,1,1,1,36,1,816,22.5,0,0,1,1,2
2,1,1,1,37,1,766,15.0,0,0,1,2,2
2,1,3,0,39,1,433,30.0,0,0,1,2,0
3,0,1,0,32,2,416,25.0,0,0,1,1,0
3,1,1,0,33,2,433,30.0,0,0,1,2,0
2,1,1,0,42,1,766,15.0,0,0,1,1,2
2,1,1,0,27,3,433,30.0,0,0,1,2,0
2,1,1,0,49,1,433,30.0,0,0,1,1,0
4,0,1,0,41,1,816,22.5,0,0,1,1,2
2,1,1,0,37,2,433,30.0,0,0,1,2,0
2,1,3,1,49,3,766,15.0,1,0,0,2,2
9,0,1,1,36,3,766,15.0,0,1,0,2,2
6,1,1,1,40,2,1150,15.0,0,0,1,2,1
10,1,1,1,45,1,1150,15.0,0,1,0,2,1
12,1,1,1,45,1,800,20.0,0,1,0,2,2
12,0,1,1,46,2,1466,10.0,0,0,1,2,1
2,0,1,0,31,2,766,15.0,0,0,1,0,2
2,1,1,1,41,1,433,30.0,0,0,1,2,0
7,0,1,1,29,3,1150,15.0,0,0,1,2,1
2,1,1,1,41,3,433,30.0,0,0,1,2,0
11,1,1,1,38,3,733,10.0,0,1,0,2,2
7,1,1,1,39,3,650,30.0,0,0,1,1,2
2,1,1,1,34,1,766,15.0,0,0,1,2,2
13,1,1,1,28,1,638,15.0,0,1,0,0,2
2,1,1,1,39,2,433,30.0,0,0,1,2,0
10,1,1,1,37,3,1150,15.0,0,0,1,2,1
4,1,3,1,49,1,816,22.5,0,0,1,1,2
11,1,1,1,45,3,1466,10.0,0,1,0,2,1
5,0,1,0,39,2,1483,11.25,0,0,1,2,1
5,1,1,1,43,3,816,22.5,0,0,1,1,2
2,1,1,1,35,3,766,15.0,0,0,1,2,2
12,1,1,1,32,3,638,15.0,0,0,1,2,2
10,1,1,1,33,2,800,20.0,0,1,0,2,2
2,0,0,1,30,3,433,30.0,0,0,1,2,0
4,1,1,1,36,2,433,30.0,0,0,1,2,0
2,1,1,1,36,1,766,15.0,0,0,1,2,2
3,0,1,1,31,3,433,30.0,0,0,1,2,0
6,1,1,1,44,2,433,30.0,0,0,1,1,0
11,1,1,1,27,2,1466,10.0,0,1,0,0,1
9,1,1,1,27,1,1466,10.0,0,1,0,2,1
6,1,1,1,34,3,1150,15.0,0,0,1,2,1
3,1,3,1,39,3,766,15.0,0,0,1,2,2
3,1,1,1,47,3,433,30.0,0,0,1,2,0
2,1,1,1,49,3,416,25.0,0,0,1,1,0
2,1,3,1,41,2,433,30.0,0,0,1,1,0
5,1,1,1,33,3,1483,11.25,0,0,1,2,1
3,1,3,0,38,2,433,30.0,0,0,1,2,0
7,1,1,1,35,2,1150,15.0,0,0,1,1,1
3,0,1,1,35,3,433,30.0,0,0,1,2,0
3,1,1,1,29,3,766,15.0,0,0,1,0,2
5,1,1,1,40,2,1150,15.0,0,1,0,2,1
17,1,1,1,39,2,1466,10.0,0,1,0,2,1
11,1,1,1,43,1,800,20.0,0,0,1,2,2
13,1,1,1,41,1,1150,15.0,0,0,1,2,1
4,1,3,1,37,3,816,22.5,0,1,0,2,2
2,1,1,1,36,2,433,30.0,0,0,1,1,0
2,1,1,1,36,2,433,30.0,0,0,1,2,0
2,1,3,1,37,1,433,30.0,0,0,1,2,0
2,1,1,1,44,2,766,15.0,1,0,0,2,2
10,0,1,1,34,2,1112,11.246666666666668,0,0,1,2,1
2,1,1,1,26,3,766,15.0,0,0,1,2,2
4,1,1,1,31,1,816,22.5,0,0,1,1,2
3,0,1,1,37,2,433,30.0,0,0,1,2,0
3,0,1,1,52,3,433,30.0,0,0,1,2,0
2,1,1,1,40,3,766,15.0,0,0,1,1,2
4,0,1,1,35,2,433,30.0,0,0,1,2,0
2,1,1,1,31,3,766,15.0,0,0,1,2,2
3,1,3,0,36,1,433,30.0,0,0,1,2,0
2,1,3,1,47,3,766,15.0,0,0,1,2,2
9,1,1,1,50,1,1150,15.0,0,1,0,2,1
12,1,1,1,31,3,800,20.0,0,1,0,0,2
3,1,1,1,51,1,408,22.5,0,1,0,2,0
10,1,1,1,36,1,1433,7.5,0,0,1,2,1
7,0,1,1,28,3,383,15.0,0,1,0,0,0
7,1,1,1,27,3,1150,15.0,0,1,0,0,1
2,1,3,1,30,3,766,15.0,0,0,1,1,2
2,0,0,0,45,1,766,15.0,0,0,1,1,2
2,1,1,1,37,1,433,30.0,0,0,1,2,0
4,1,1,1,36,3,741,11.25,0,0,1,2,2
5,1,1,1,30,3,1483,11.25,0,0,1,2,1
4,1,1,1,38,1,766,15.0,0,1,0,2,2
7,0,1,1,37,3,1150,15.0,0,0,1,2,1
5,1,3,1,38,1,433,30.0,0,0,1,2,0
2,1,1,1,36,3,766,15.0,0,0,1,2,2
3,0,1,0,37,2,433,30.0,0,0,1,2,0
2,1,1,0,37,2,766,15.0,0,0,1,2,2
2,1,1,0,36,3,433,30.0,0,0,1,2,0
8,1,1,0,32,2,1150,15.0,0,0,1,2,1
2,1,1,0,29,2,433,30.0,0,0,1,2,0
2,0,1,0,38,1,433,30.0,0,0,1,2,0
4,0,1,0,31,2,816,22.5,0,0,1,2,2
7,1,1,1,41,2,650,30.0,0,1,0,2,2
4,1,1,1,31,2,408,22.5,0,0,1,1,0
2,1,1,0,44,1,766,15.0,0,0,1,2,2
3,0,0,0,37,3,766,15.0,0,0,1,2,2
3,1,3,1,41,1,433,30.0,0,0,1,2,0
2,1,3,1,33,1,766,15.0,0,0,1,2,2
2,1,1,1,34,2,433,30.0,0,0,1,2,0
11,1,1,1,42,2,1150,15.0,0,1,0,2,1
2,1,1,1,48,2,433,30.0,0,0,1,1,0
5,1,1,1,43,1,741,11.25,0,0,1,2,2
12,1,1,1,33,3,1150,15.0,0,0,1,1,1
15,1,1,1,43,1,1466,10.0,0,1,0,2,1
2,0,1,1,32,3,766,15.0,0,0,1,2,2
2,0,0,0,35,1,766,15.0,0,0,1,2,2
2,1,3,1,48,1,433,30.0,0,0,1,1,0
8,0,1,1,39,1,816,22.5,0,0,1,2,2
5,1,1,1,41,3,766,15.0,0,1,0,2,2
2,1,1,1,51,2,433,30.0,0,0,1,2,0
15,1,1,1,27,1,1750,5.0,0,1,0,2,1
2,1,1,1,40,1,433,30.0,0,1,0,2,0
8,1,1,1,37,3,1150,15.0,0,1,0,2,1
2,0,1,0,39,1,433,30.0,0,0,1,2,0
5,1,1,1,38,3,1483,11.25,0,0,1,2,1
2,1,3,1,54,3,433,30.0,0,0,1,2,0
4,1,1,1,34,2,816,22.5,0,0,1,1,2
9,1,1,1,39,3,800,20.0,0,1,0,2,2
7,1,1,1,34,1,1150,15.0,0,1,0,2,1
4,1,1,1,35,3,816,22.5,0,0,1,2,2
2,1,1,1,42,1,433,30.0,0,0,1,2,0
6,1,1,1,30,1,1150,15.0,0,0,1,2,1
2,1,1,1,31,1,433,30.0,0,0,1,2,0
4,1,1,1,34,3,816,22.5,0,0,1,2,2
2,1,1,0,37,1,433,30.0,0,0,1,1,0
6,0,1,1,36,2,433,30.0,0,0,1,2,0
3,1,1,1,41,2,433,30.0,0,0,1,2,0
7,1,1,1,37,2,1150,15.0,0,0,1,2,1
2,1,3,1,40,3,766,15.0,0,0,1,2,2
4,0,1,1,37,3,433,30.0,0,0,1,2,0
2,1,3,0,37,1,433,30.0,0,0,1,1,0
6,0,1,0,40,3,433,30.0,0,0,1,2,0
11,1,1,0,41,2,638,15.0,0,0,1,2,2
3,0,0,0,33,2,433,30.0,0,0,1,2,0
2,1,1,0,40,1,433,30.0,0,0,1,1,0
2,0,0,0,33,1,433,30.0,0,0,1,2,0
2,1,1,0,27,3,433,30.0,0,0,1,2,0
12,1,1,0,44,1,650,30.0,0,1,0,2,2
7,1,1,1,32,3,816,22.5,0,0,1,2,2
10,1,1,1,34,3,800,20.0,0,1,0,2,2
4,0,1,0,29,3,433,30.0,0,0,1,2,0
12,0,1,1,34,2,1150,15.0,0,1,0,2,1
7,0,1,1,36,3,816,22.5,0,1,0,2,2
8,0,0,1,34,2,816,22.5,0,0,1,0,2
2,1,3,1,33,1,433,30.0,0,0,1,1,0
2,1,1,1,45,2,433,30.0,0,0,1,1,0
2,0,1,0,33,1,766,15.0,0,0,1,2,2
4,1,1,1,34,3,816,22.5,0,0,1,2,2
9,1,1,1,39,2,1150,15.0,0,0,1,1,1
6,1,3,0,33,2,958,15.0,0,0,1,2,2
11,0,1,1,37,1,1466,10.0,0,1,0,2,1
11,1,1,1,54,2,1466,10.0,0,1,0,2,1
7,0,1,0,39,1,1150,15.0,0,0,1,2,1
14,1,1,1,35,3,1466,10.0,1,0,0,2,1
2,1,1,1,27,2,766,15.0,0,0,1,0,2
14,1,1,1,46,3,1466,10.0,0,1,0,2,1
13,1,1,1,36,3,958,15.0,0,1,0,2,2
7,1,1,1,36,2,816,22.5,0,1,0,2,2
2,1,1,1,36,1,433,30.0,0,0,1,2,0
3,1,1,1,35,2,433,30.0,0,0,1,2,0
13,0,1,1,38,3,800,20.0,0,0,1,2,2
2,0,1,0,35,3,433,30.0,0,0,1,2,0
12,1,1,1,43,2,1150,15.0,0,0,1,1,1
9,1,1,1,27,1,816,22.5,0,0,1,2,2
6,1,1,1,33,1,816,22.5,0,1,0,2,2
4,1,3,1,45,2,816,22.5,0,0,1,2,2
6,1,1,1,53,1,816,22.5,0,0,1,2,2
3,1,1,1,35,2,433,30.0,0,0,1,2,0
2,1,1,1,43,1,433,30.0,0,0,1,1,0
8,0,1,1,32,3,816,22.5,0,1,0,0,2
2,1,3,1,38,3,433,30.0,0,0,1,2,0
10,1,1,1,34,3,916,10.0,0,0,1,2,2
7,1,1,1,36,1,816,22.5,0,0,1,2,2
3,1,3,1,33,1,766,15.0,0,0,1,1,2
12,1,1,1,36,3,1150,15.0,0,1,0,2,1
4,0,1,1,29,1,433,30.0,0,0,1,2,0
4,1,3,1,27,1,816,22.5,0,0,1,2,2
9,1,1,1,39,1,800,20.0,0,0,1,2,2
9,1,1,1,34,2,1150,15.0,0,0,1,2,1
10,1,1,1,34,2,800,20.0,0,1,0,2,2
2,1,1,1,36,3,433,30.0,0,0,1,1,0
2,1,1,1,57,1,433,30.0,0,0,1,2,0
3,1,3,1,45,3,433,30.0,0,0,1,2,0
4,1,1,1,46,3,816,22.5,0,0,1,1,2
7,1,1,1,40,1,1150,15.0,0,0,1,2,1
8,0,1,1,40,3,433,30.0,0,0,1,2,0
4,0,1,1,31,2,816,22.5,0,0,1,2,2
2,1,1,1,44,2,433,30.0,0,0,1,2,0
4,1,1,1,43,2,1483,11.25,0,0,1,1,1
2,1,1,1,32,2,433,30.0,0,0,1,2,0
6,1,1,1,39,1,766,15.0,0,0,1,2,2
7,0,1,0,28,2,433,30.0,0,0,1,2,0
2,1,3,1,33,1,766,15.0,0,0,1,2,2
8,1,1,1,41,1,1150,15.0,0,0,1,2,1
2,1,1,1,32,1,766,15.0,0,0,1,2,2
2,1,1,1,33,2,766,15.0,0,0,1,2,2
10,1,1,1,36,1,433,30.0,0,0,1,2,0
2,1,1,1,32,3,433,30.0,0,0,1,2,0
4,1,1,1,37,3,816,22.5,1,0,0,2,2
9,1,1,1,41,2,1150,15.0,0,0,1,1,1
3,1,1,1,36,3,816,22.5,0,0,1,2,2
6,0,1,1,38,2,433,30.0,0,0,1,2,0
3,0,1,1,31,3,433,30.0,0,0,1,2,0
2,1,3,1,40,3,433,30.0,0,0,1,1,0
2,1,1,1,42,2,766,15.0,0,0,1,1,2
3,0,1,1,32,3,433,30.0,0,0,1,1,0
5,1,3,1,35,3,1133,13.33,0,0,1,1,1
2,0,1,1,41,1,433,30.0,0,0,1,2,0
12,1,1,1,38,3,1466,10.0,0,1,0,2,1
10,1,1,1,36,1,800,20.0,0,1,0,2,2
4,0,1,0,29,2,766,15.0,0,0,1,2,2
15,1,1,1,35,2,1466,10.0,0,0,1,2,1
4,0,1,0,37,1,816,22.5,0,1,0,2,2
8,1,1,0,46,1,816,22.5,0,0,1,2,2
2,1,1,0,26,3,433,30.0,0,0,1,0,0
7,1,1,0,40,2,1483,11.25,0,0,1,1,1
3,0,1,0,32,3,433,30.0,0,0,1,2,0
4,0,0,0,40,1,433,30.0,0,0,1,2,0
12,1,1,0,38,3,1150,15.0,0,0,1,2,1
4,1,3,0,43,1,741,11.25,0,0,1,2,2
